,network,node,k,ke,keN,s,sN,kc,kcN,bias
0,Signaling in Macrophage Activation,FAS,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,NFKB1_p50,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ILIB_IL1R1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,CKII,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CASP9,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF7_IRF7nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR9,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR7,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ISGF3cytoplasm,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,DAXX,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR4,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,SOCS1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,BCL2L1_BAD,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,IRF2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR7_TLR7,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,TNFSF10_TNFSF10B_FADD,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,TLR2_TLR6,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Signaling in Macrophage Activation,TLR5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ProCASP8,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNGR1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TP53cytoplasm,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IL15gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR5_MYD88_IRAK1_IRAK4,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Signaling in Macrophage Activation,IRF8,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,CASP3cytoplasm,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Signaling in Macrophage Activation,TRAF6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,PLSCR1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,SP100gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,dsRNA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CASP1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,EIF2AK2gene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,STAT1_STAT2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,TNF_BAG4_TNFRSF1A,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,CD40,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Apoptosis,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.9375
0,Signaling in Macrophage Activation,CHUK_CHUK,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,DFFA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFRSF17,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TBK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CBP,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,ProCASP4,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TIRAP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF2gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,BCL2L1mitochondria,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CD40_CD40LG_TRAF3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,APAF1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR3_TLR3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,TLR3_TICAM1_TICAM2_TRAF6,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,IRF7_IRF7cytoplasm,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Proteasome,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,BBC3gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,PRKRA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IL1R1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ICAM1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CFLARgene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,MAP3K7IP1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,BIRC4gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Cell_Shrinkage,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,PRKCZ,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,EIF2S1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TP53nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,FASgene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CHUK,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF3_IRF3cytoplasm,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,HTRA2mitochondria,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Apoptosome,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,NFKB2p100_NFKB2p100_Ub,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,TLR3_TICAM1_TICAM2_TBK1,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,IRF5_IRF5nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Diacyl_Lipopeptides,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF1cytoplasm,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.875
0,Signaling in Macrophage Activation,IFR5gene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,IRF1_IRF1cytoplasm,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,FAF1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,MAP3K7IP1_MAP3K7IP2_MAP3K7,10,1.39404296875,0.139404296875,0.7578125,0.07578125,0.63623046875,0.063623046875,0.1240234375
0,Signaling in Macrophage Activation,TLR5_MYD88_IRAK1_IRAK4_TRAF6,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,PMAIPgene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNA_IFNA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TICAM2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,PTP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IKBKB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,PKA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,FASLG_FAS,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,CYBBgene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,IKBKE_TBK1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Signaling in Macrophage Activation,FADD,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,FASLGgene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,NFKBIA,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,STAT1_STAT1_IRF9nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Triacyl_Lipopeptides,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Fragmented_DNAnucleus,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Signaling in Macrophage Activation,TNF_TNFRSF1B,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,MYD88,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,LPS,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFSF13B_TNFRSF17_TRAF5,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,CXCL9gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNAgene,8,1.02734375,0.12841796875,0.0625,0.0078125,0.96484375,0.12060546875,0.99609375
0,Signaling in Macrophage Activation,IRF3_IRF5nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR9_MYD88_TRAF6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNF_IKBKG_Complex,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Signaling in Macrophage Activation,PARP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR2_TLR6_TOLLIP_MYD88_IRAK1_IRAK4_TRAF6,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,ProCASP7,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CD40_CD40LG,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,TOLLIP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNGR,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Signaling in Macrophage Activation,BAG4_TNFRSF1A,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,IRF1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IKBKG_CHUK_IKBKB,5,1.3984375,0.2796875,0.6875,0.1375,0.7109375,0.14218749999999997,0.09375
0,Signaling in Macrophage Activation,HIST2H4gene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,HLA_Bgene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRAK2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFRSF10B,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNF_TNFRSF1A_FADD_TRADD_TRAF2_RIPK1,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Signaling in Macrophage Activation,BIRC4cytoplasm,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,IRF3_IRF3nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF5_IRF7cytoplasm,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TAP1gene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,TNFRSF1B,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,FASLG_FAS_FADD_FAF1_DAXX,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Signaling in Macrophage Activation,CASP7cytoplasm,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Signaling in Macrophage Activation,DIABLOmitochondria,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFSF10_TNFRSF10A,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,TLR9_TLR9,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,ILIB_IL1R1_MYD88_IRAK1_IRAK4,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Signaling in Macrophage Activation,STAT1_STAT1_IRF9cytoplasm,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,LMNA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Viral_Bacterial_CpG,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,STAT1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ProCASP6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,HSPA1A,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ProCASP1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF9,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TRAF5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,GBP1gene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,TLR2_TLR6_TOLLIP_MYD88_IRAK1_IRAK4,5,1.125,0.225,0.3125,0.0625,0.8125,0.1625,0.03125
0,Signaling in Macrophage Activation,BAK1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,STAT1_STAT1nucleus_p1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,NFKB2p100,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,STAT1_STAT1cytoplasm,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,BAK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,NFKB2p52_NFKB2p52nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF3,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,CXCL11gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,BAX,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Fragmented_DNAcytoplasm,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR7_MYD88_IRAK1_IRAK4,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Signaling in Macrophage Activation,MDM2gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,SPI1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,SOCS3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IER3gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,MAP3K7,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFSF10_TNFRSF10A_FADD,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,CXCL10gene,4,1.697916666666667,0.42447916666666674,1.25,0.3125,0.44791666666666696,0.11197916666666674,0.6875
0,Signaling in Macrophage Activation,CYCScytoplasm,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Signaling in Macrophage Activation,TYK2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,STAT1_STAT1nucleus_p2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,DIABLOcytoplasm,4,1.625,0.40625,1.25,0.3125,0.375,0.09375,0.4375
0,Signaling in Macrophage Activation,BAD,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,BCL2A1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,NFKBIA_RELAp65_NFKB1p50,5,1.3984375,0.2796875,0.6875,0.1375,0.7109375,0.14218749999999997,0.09375
0,Signaling in Macrophage Activation,TLR6,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TRAF3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,cGAS2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,ENDOGmitochondria,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,NFKB2p100_RELBcytoplasm,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Signaling in Macrophage Activation,TRAF2cytoplasm,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,RIPK3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNB1gene,9,1.125,0.125,0.3125,0.034722222222222224,0.8125,0.09027777777777778,0.96875
0,Signaling in Macrophage Activation,ProCASP2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFRSF10A,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF3_IRF5cytoplasm,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CIITAgene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,PDCD8mitochondria,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,G1P3gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TRAF1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR9_MYD88_IRAK1_IRAK4_TRAF6,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,PRKRAgene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFRSF1A,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IPARP,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Signaling in Macrophage Activation,IRAK4,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CASP8,5,1.609375,0.321875,1.1875,0.2375,0.421875,0.08437500000000003,0.46875
0,Signaling in Macrophage Activation,RPS6KA5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Ub,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ISGF3nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IKBKG,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IL1Bgene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,PRKCD,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF5_IRF7nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,NFKB2p52_RELBnucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRAK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,BIRC2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNAR2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR7_MYD88_TRAF6_IRF5,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Signaling in Macrophage Activation,CASP6cytoplasm,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,PSMB9gene,2,1.25,0.625,1.0,0.5,0.25,0.125,0.75
0,Signaling in Macrophage Activation,SOD2gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,BCL2A1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CASP3nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,PDCD8nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR9_MYD88_TRAF6_IRF5,4,1.1875,0.296875,0.5,0.125,0.6875,0.171875,0.0625
0,Signaling in Macrophage Activation,IRF7,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,RELA_p65,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TLR3_TICAM1_TICAM2,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Signaling in Macrophage Activation,IFIT2gene,4,1.697916666666667,0.42447916666666674,1.25,0.3125,0.44791666666666696,0.11197916666666674,0.6875
0,Signaling in Macrophage Activation,HTRA2cytoplasm,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,ssRNA,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IDFFA,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,tBID,3,1.5625,0.5208333333333334,1.25,0.4166666666666667,0.3125,0.10416666666666669,0.375
0,Signaling in Macrophage Activation,APAF1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IL12Bgene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CREBBP,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNAR1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,JAK2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,STAT1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNF_TNFRSF1A_FADD_TRADD,3,1.25,0.4166666666666667,0.75,0.25,0.5,0.16666666666666669,0.125
0,Signaling in Macrophage Activation,ATF2,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ProCASP3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CASP2,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,RIPK1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,ILIB_IL1R1_MYD88_IRAK1_IRAK4_TRAF6,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,IRF3_IRF7nucleus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Flagellin,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,RELB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IRF3_IRF7cytoplasm,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,TLR1_TLR2_TIRAP_MYD88_IRAK2_IRAK1_IRAK4,6,1.078125,0.1796875,0.1875,0.03125,0.890625,0.1484375,0.015625
0,Signaling in Macrophage Activation,RIPK1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFIT1gene,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,cLMNA,2,1.25,0.625,1.0,0.5,0.25,0.125,0.25
0,Signaling in Macrophage Activation,ILIB,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNB1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,FASLG,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CD40LG,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CASP3_Activator,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,CASP7_Activator,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFSF13B,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNF,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,IFNG,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Virus,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,TNFSF10,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0,Signaling in Macrophage Activation,Bacteria,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5
